GameID,ConsoleID
398,3
398,4
399,4
400,2
400,2
401,2
401,3
401,4
402,1
402,2
403,10
404,4
404,3
404,1
404,2
405,3
405,11
405,2
406,1
406,4
406,2
407,2
408,1
409,1
409,4
409,3
410,2
411,1
412,4
412,3
412,1
413,3
413,4
414,1
414,3
415,4
415,1
415,3
416,1
416,2
417,2
417,3
417,4
418,2
419,4
420,1
421,2
422,3
422,4
422,2
423,4
424,4
425,1
425,4
425,3
426,4
427,1
428,1
428,2
429,2
430,3
430,4
431,2
432,4
433,1
433,8
433,4
433,2
434,2
435,1
436,1
437,4
438,4
439,4
439,3
439,1
439,2
440,4
440,1
440,3
441,4
441,3
442,1
443,4
444,3
445,2
446,1
447,2
448,1
448,2
449,12
450,1
450,2
451,1
452,2
453,2
454,4
455,1
456,1
457,4
458,4
459,4
460,1
461,1
462,3
463,1
464,1
465,4
465,1
466,2
467,4
467,3
467,2
467,1
468,4
469,1
469,4
469,3
470,10
471,1
472,2
472,4
473,3
474,2
475,4
475,3
475,1
476,2
477,4
478,2
479,4
479,3
479,1
479,2
480,11
480,13
480,4
481,4
482,2
483,1
484,2
484,4
484,3
484,1
485,4
485,2
485,3
485,1
486,2
487,1
487,4
487,3
488,3
488,4
488,1
489,4
489,1
489,3
490,4
490,3
490,1
491,1
491,4
492,2
493,1
493,2
494,2
494,4
495,4
496,1
497,4
497,1
498,1
499,10
500,1
501,1
502,3
502,2
502,1
502,4
503,1
504,3
504,1
505,2
506,4
507,2
507,1
508,3
508,1
509,2
510,1
510,2
511,1
511,3
511,4
511,2
512,1
512,4
513,1
514,4
515,1
516,1
517,1
518,3
518,4
518,1
519,2
520,2
521,6
522,2
523,1
524,3
525,4
525,1
526,10
527,1
527,3
527,4
528,4
529,4
530,2
531,1
531,3
531,4
532,1
533,4
533,3
534,1
534,4
535,1
536,1
537,4
538,3
539,2
540,4
541,1
542,1
543,4
544,10
545,4
546,1
547,4
548,2
549,4
550,1
551,4
552,4
553,4
553,2
554,10
555,4
555,3
555,1
555,2
556,4
557,1
558,4
559,2
560,1
560,11
560,14
561,1
562,1
562,3
562,4
563,2
564,4
565,1
566,1
567,2
568,6
568,2
569,4
570,1
570,2
571,2
572,1
573,10
574,1
575,2
576,2
576,1
577,4
578,4
579,4
579,1
579,2
580,1
581,4
582,1
583,4
584,2
585,4
586,4
586,13
587,4
588,4
589,1
590,4
590,3
590,1
591,1
591,4
592,1
593,2
593,1
594,2
595,1
596,1
597,1
598,1
598,2
599,2
600,1
601,4
602,4
603,4
604,2
605,1
605,4
605,2
606,1
607,2
608,4
608,3
608,1
609,10
609,10
610,1
611,2
612,4
613,4
614,2
615,4
616,1
617,2
618,4
618,3
618,2
618,1
619,10
620,2
621,4
622,4
622,3
623,4
624,4
625,3
625,4
626,3
626,1
626,3
627,4
627,1
627,3
628,4
629,4
630,4
631,2
632,4
632,3
632,1
632,3
632,1
632,4
633,1
634,4
634,3
634,1
635,2
636,4
637,4
637,3
637,1
638,2
639,3
639,1
639,4
640,1
640,3
640,4
641,1
642,1
642,4
642,2
643,1
644,4
645,4
645,2
646,2
647,1
648,1
649,3
649,1
649,3
650,4
650,3
651,15
652,4
652,13
653,4
654,1
655,4
655,2
655,3
656,1
657,1
658,2
658,1
659,3
659,1
659,4
660,4
661,3
661,4
662,1
662,4
663,4
664,1
665,1
665,4
665,11
665,14
665,3
666,4
666,3
666,1
666,3
666,1
666,4
667,4
668,4
669,1
670,10
671,4
672,4
673,1
674,1
675,4
676,4
677,1
678,2
679,4
679,1
680,1
681,3
681,4
682,1
683,4
684,3
685,1
685,4
685,2
685,3
686,4
686,4
687,1
688,1
689,4
690,4
691,1
692,4
693,1
694,1
694,4
695,4
696,1
697,1
697,3
698,10
699,1
700,1
701,10
702,4
702,1
703,2
704,1
705,1
706,4
707,1
708,1
709,4
710,10
711,4
712,1
713,4
714,4
715,1
716,1
717,1
718,1
719,1
720,3
721,1
722,2
723,4
724,4
725,3
725,1
725,4
726,1
726,4
726,3
727,1
727,3
728,16
729,1
730,1
730,4
731,4
732,1
733,4
734,4
735,1
736,4
737,1
738,4
739,10
740,3
740,4
741,3
742,1
743,1
744,1
744,4
745,1
746,2
747,1
748,1
749,1
750,4
751,4
752,4
753,4
753,1
754,4
755,2
756,1
757,4
758,2
759,1
760,4
761,4
762,1
762,2
763,4
764,4
765,1
766,4
767,4
768,2
769,4
770,3
771,1
771,4
772,1
773,1
773,2
773,4
773,3
774,1
775,4
776,1
777,1
778,11
778,4
779,4
780,4
781,4
782,2
783,1
784,2
785,4
785,3
785,1
786,2
787,4
787,3
787,1
788,1
789,6
789,2
790,2
791,2
791,2
792,4
792,2
793,10
794,1
794,4
794,3
795,4
795,1
795,13
796,4
797,1
798,3
799,4
800,1
800,3
800,4
801,5
802,10
803,4
803,4
804,1
805,1
806,1
807,4
808,4
809,1
810,1
811,4
812,3
812,1
812,4
813,4
814,4
815,4
816,4
817,1
818,4
819,1
820,1
821,1
822,1
823,1
824,10
825,3
826,4
826,1
827,5
828,4
829,4
830,1
831,1
832,1
833,4
834,4
835,3
836,1
837,4
838,4
839,4
839,3
840,4
841,4
842,4
843,1
844,14
845,10
845,10
846,4
847,4
848,4
849,1
850,1
850,3
850,4
851,1
852,1
852,4
853,1
854,1
855,4
856,1
856,4
856,13
857,3
858,4
858,3
858,1
859,1
860,4
861,1
862,4
862,3
863,4
864,1
865,4
866,1
867,1
867,3
867,4
868,1
869,4
870,1
871,4
871,3
871,1
872,1
873,1
874,4
875,4
876,3
877,10
878,4
879,6
880,4
881,4
882,4
883,10
884,10
885,10
886,1
887,1
887,3
888,1
888,3
888,4
889,4
889,3
890,4
890,3
891,4
892,4
893,4
894,1
895,1
895,3
896,10
897,3
898,4
899,1
900,10
901,1
901,4
901,3
902,3
902,4
903,4
904,1
905,4
906,1
906,3
906,4
907,1
908,1
909,4
909,13
910,4
911,4
912,4
912,3
913,10
914,3
914,4
915,4
916,1
917,5
918,4
919,1
920,1
921,4
921,1
922,1
923,4
924,1
925,1
925,4
925,3
926,1
927,4
928,1
929,4
930,1
931,4
932,4
933,1
933,4
934,1
935,5
935,9
936,10
937,4
938,4
939,3
940,4
941,10
942,1
943,1
944,10
945,1
946,1
947,3
948,1
949,4
950,4
951,4
952,6
953,4
953,3
954,4
955,1
956,8
957,1
958,4
959,3
960,1
961,1
962,3
963,14
964,1
965,4
966,1
967,4
968,1
969,10
970,1
971,4
971,3
971,1
972,1
973,4
974,4
975,1
976,1
976,4
976,3
977,1
977,3
977,4
978,1
979,1
980,1
981,4
982,4
983,4
984,1
985,3
985,1
985,4
986,4
987,4
988,1
989,1
990,3
991,13
992,6
993,1
994,1
995,1
996,4
997,13
998,1
999,4
1000,10
1001,4
1002,4
1003,4
1004,3
1005,1
1006,1
1007,1
1008,1
1009,3
1009,4
1010,1
1011,3
1012,1
1013,1
1014,4
1014,3
1014,1
1015,4
1016,1
1016,8
1017,1
1018,4
1019,1
1020,4
1020,1
1020,3
1021,1
1022,10
1023,1
1024,3
1025,6
1026,1
1027,1
1027,4
1027,13
1028,10
1029,4
1030,4
1031,1
1032,4
1032,1
1032,3
1033,1
1034,14
1035,6
1036,4
1037,1
1038,1
1039,1
1040,4
1041,3
1042,3
1042,1
1043,4
1043,1
1044,4
1044,3
1045,10
1046,10
1047,10
1048,4
1049,1
1050,4
1051,1
1051,8
1052,1
1053,1
1054,14
1055,1
1056,14
1057,4
1058,4
1059,1
1060,10
1061,1
1062,3
1063,1
1064,10
1065,4
1066,10
1067,1
1068,4
1069,1
1070,1
1071,1
1072,3
1073,1
1074,4
1075,3
1076,4
1077,4
1078,11
1079,4
1079,1
1079,3
1080,6
1081,4
1082,6
1083,1
1083,3
1084,3
1085,1
1086,4
1087,1
1088,13
1089,13
1090,1
1090,4
1090,3
1091,1
1092,1
1093,1
1094,4
1094,3
1095,1
1096,4
1097,4
1097,3
1097,1
1098,1
1099,4
1099,3
1100,10
1101,1
1102,4
1103,8
1104,6
1105,4
1106,10
1107,4
1108,1
1109,10
1110,1
1111,1
1112,4
1113,10
1114,1
1115,4
1116,6
1117,1
1118,4
1118,4
1119,3
1120,3
1121,10
1122,1
1123,1
1124,3
1124,4
1125,1
1126,4
1127,4
1128,1
1129,1
1130,4
1131,3
1131,4
1132,4
1133,11
1134,4
1135,1
1135,4
1135,3
1136,1
1136,14
1136,3
1136,4
1136,11
1137,13
1138,1
1139,4
1139,6
1140,1
1141,1
1142,10
1143,1
1144,1
1145,3
1145,4
1146,3
1146,14
1146,11
1146,4
1146,1
1147,1
1148,1
1149,6
1150,4
1151,4
1152,1
1153,4
1154,4
1155,4
1156,9
1157,3
1158,4
1159,6
1160,4
1161,3
1162,4
1163,4
1164,3
1165,1
1166,1
1167,1
1168,4
1169,1
1170,11
1170,14
1171,14
1171,11
1172,11
1173,1
1174,11
1174,14
1175,11
1175,11
1176,11
1176,14
1177,11
1178,11
1179,14
1180,1
1181,17
1182,16
1183,1
1184,4
1185,4
1186,4
1187,3
1188,4
1189,4
1189,3
1190,10
1191,4
1192,1
1193,1
1194,1
1195,3
1196,1
1197,4
1198,4
1199,1
1200,1
1201,4
1202,3
1203,1
1204,4
1205,1
1206,1
1207,1
1208,4
1209,1
1210,1
1211,4
1212,1
1213,4
1214,1
1215,10
1216,1
1217,3
1218,1
1219,1
1220,1
1221,4
1222,4
1222,1
1222,3
1223,1
1224,10
1225,6
1226,6
1227,4
1228,1
1229,1
1230,1
1231,1
1232,1
1233,1
1234,1
1235,1
1236,1
1237,1
1238,1
1239,1
1240,1
1241,1
1242,1
1242,4
1242,3
1243,10
1244,3
1245,4
1246,3
1247,6
1248,4
1248,1
1249,1
1250,1
1251,1
1252,1
1253,1
1254,1
1255,4
1256,1
1257,10
1258,4
1259,1
1260,1
1261,1
1261,1
1262,11
1262,11
1263,14
1264,1
1265,1
1266,4
1267,1
1268,10
1269,1
1270,10
1271,1
1272,1
1273,4
1274,3
1275,4
1275,3
1276,1
1277,1
1278,1
1279,1
1280,1
1281,1
1282,1
1283,1
1283,14
1283,11
1284,1
1285,6
1286,4
1286,3
1287,1
1288,1
1289,3
1289,1
1289,4
1290,4
1291,1
1292,1
1293,4
1293,3
1294,1
1295,4
1296,4
1297,4
1297,3
1297,1
1298,1
1299,4
1300,10
1301,1
1302,1
1303,1
1304,1
1305,1
1306,10
1307,4
1308,1
1309,4
1310,10
1311,1
1312,4
1313,4
1314,1
1315,1
1316,1
1317,1
1318,4
1319,4
1320,3
1321,3
1322,3
1323,1
1324,6
1325,3
1326,1
1327,1
1328,10
1329,1
1330,1
1331,3
1332,1
1333,3
1334,1
1335,4
1336,4
1337,4
1337,13
1338,4
1338,3
1339,1
1339,4
1339,3
1340,6
1340,10
1341,4
1342,13
1343,3
1344,3
1345,1
1346,1
1347,3
1348,1
1349,3
1350,1
1351,1
1352,4
1353,1
1354,6
1355,1
1356,13
1357,4
1357,3
1357,1
1358,1
1359,14
1360,1
1360,3
1361,10
1362,1
1363,3
1364,1
1365,1
1366,1
1367,1
1368,10
1369,18
1370,1
1371,4
1371,13
1372,1
1373,3
1373,4
1374,1
1375,1
1375,4
1375,3
1376,1
1377,1
1378,19
1379,4
1380,4
1380,13
1381,20
1382,1
1383,4
1384,4
1384,3
1385,11
1386,4
1386,3
1387,1
1388,10
1389,3
1390,1
1391,1
1392,1
1393,3
1394,4
1395,4
1395,3
1396,1
1397,1
1398,4
1398,3
1399,1
1400,4
1401,1
1402,3
1403,14
1404,11
1405,4
1406,10
1407,3
1407,4
1408,16
1409,4
1409,3
1410,4
1411,1
1412,4
1413,6
1414,6
1415,3
1416,4
1417,4
1418,4
1418,3
1419,1
1420,1
1421,1
1422,13
1423,11
1423,1
1424,4
1424,3
1425,1
1426,4
1426,3
1427,4
1428,10
1429,1
1430,11
1431,1
1432,4
1432,3
1433,1
1434,14
1435,6
1436,3
1436,4
1437,4
1438,4
1439,10
1440,19
1441,1
1442,14
1442,11
1443,3
1443,4
1444,1
1445,4
1445,3
1446,1
1447,10
1448,1
1449,1
1450,1
1451,4
1452,11
1453,3
1454,3
1455,3
1456,1
1457,1
1458,1
1459,4
1460,14
1461,1
1462,3
1463,3
1464,1
1465,4
1466,4
1467,1
1468,1
1469,4
1470,11
1471,11
1472,11
1473,1
1474,14
1474,11
1474,1
1475,1
1475,11
1475,14
1475,6
1475,4
1475,3
1476,14
1477,14
1478,1
1479,1
1480,4
1480,3
1481,14
1481,11
1482,1
1483,4
1484,1
1485,11
1486,1
1487,3
1488,4
1488,1
1488,3
1489,1
1490,1
1491,1
1492,1
1493,1
1494,4
1495,10
1496,1
1497,4
1498,1
1499,11
1499,4
1499,13
1500,3
1501,1
1502,1
1503,1
1504,1
1505,4
1506,6
1507,1
1508,1
1509,13
1510,3
1510,4
1511,4
1511,3
1512,4
1512,3
1512,1
1513,1
1514,1
1515,13
1516,4
1517,1
1518,14
1519,11
1519,13
1519,4
1520,4
1521,1
1522,4
1522,3
1523,1
1524,11
1524,14
1525,10
1526,4
1527,4
1528,3
1529,4
1530,1
1531,1
1532,14
1533,14
1534,3
1535,6
1536,1
1537,1
1538,13
1539,13
1540,1
1541,4
1541,13
1541,11
1542,1
1543,1
1544,1
1545,10
1546,1
1547,4
1548,14
1548,11
1549,1
1549,4
1549,11
1549,13
1550,1
1551,1
1552,1
1553,1
1553,11
1553,14
1554,1
1555,21
1556,1
1556,1
1556,1
1557,14
1558,1
1559,1
1560,14
1561,1
1562,14
1563,13
1563,13
1564,4
1565,4
1566,1
1567,1
1568,1
1569,1
1570,11
1571,1
1572,4
1573,6
1573,10
1573,1
1574,13
1575,4
1576,14
1577,1
1578,14
1579,1
1580,1
1581,1
1582,1
1583,1
1584,1
1585,3
1586,11
1586,14
1587,4
1588,1
1589,13
1589,4
1590,1
1591,1
1592,13
1593,1
1594,10
1595,13
1596,14
1596,3
1597,4
1598,6
1599,1
1600,1
1601,4
1601,3
1602,1
1603,1
1604,1
1605,11
1606,1
1607,1
1608,1
1609,1
1610,11
1611,1
1611,4
1612,1
1613,1
1614,3
1615,6
1616,1
1617,14
1618,1
1619,17
1620,10
1621,1
1622,1
1623,14
1623,1
1623,11
1624,1
1625,1
1626,13
1627,6
1628,14
1629,3
1629,4
1630,14
1630,11
1631,4
1632,1
1633,13
1634,1
1635,4
1635,3
1636,3
1636,14
1636,1
1637,1
1638,1
1639,4
1640,1
1641,13
1642,1
1643,1
1644,3
1645,1
1646,14
1647,1
1648,1
1649,1
1650,1
1651,1
1652,11
1652,13
1653,14
1653,1
1654,1
1655,1
1656,11
1657,17
1657,16
1658,22
1659,1
1660,16
1661,17
1662,23
1663,17
1663,17
1664,1
1665,1
1666,4
1667,1
1668,1
1669,11
1669,14
1670,14
1670,4
1670,3
1671,1
1671,11
1671,13
1672,10
1673,1
1674,14
1675,1
1676,10
1677,11
1677,14
1678,24
1679,1
1680,22
1681,1
1682,1
1683,1
1683,4
1684,1
1685,11
1685,1
1685,14
1686,14
1686,1
1687,4
1688,1
1689,14
1690,1
1691,14
1692,3
1693,11
1694,1
1694,3
1694,4
1695,13
1696,1
1697,14
1698,1
1699,3
1699,4
1700,13
1701,1
1702,11
1702,14
1702,4
1703,1
1704,13
1705,4
1706,1
1707,1
1708,1
1709,13
1710,14
1710,11
1711,3
1712,1
1713,14
1714,1
1715,1
1716,1
1717,1
1718,1
1719,1
1720,1
1721,1
1722,11
1723,1
1724,1
1725,4
1725,3
1726,11
1726,14
1727,13
1728,1
1729,1
1730,1
1731,1
1732,1
1733,1
1734,4
1735,1
1736,1
1737,6
1738,1
1739,14
1739,11
1740,1
1741,1
1742,1
1743,1
1744,1
1745,14
1746,13
1747,3
1747,14
1747,11
1747,4
1748,1
1749,1
1750,14
1751,1
1752,3
1753,3
1754,4
1755,21
1756,11
1757,1
1758,14
1759,6
1760,11
1761,11
1762,1
1763,1
1764,1
1765,1
1766,11
1767,11
1768,1
1769,1
1770,6
1771,10
1772,1
1773,1
1774,13
1775,11
1776,1
1777,4
1778,1
1779,4
1780,1
1781,1
1782,4
1782,3
1783,3
1784,1
1785,6
1786,1
1787,1
1788,4
1789,14
1790,14
1790,11
1790,1
1790,4
1790,3
1791,4
1792,5
1792,1
1793,1
1794,3
1794,4
1795,4
1795,14
1795,11
1795,3
1796,14
1796,11
1796,3
1796,4
1797,3
1798,3
1799,19
1800,3
1801,10
1802,1
1803,3
1804,11
1805,3
1806,4
1807,3
1807,4
1808,1
1809,1
1810,13
1811,11
1812,6
1813,1
1814,3
1815,3
1816,3
1817,1
1818,4
1819,1
1820,10
1821,13
1821,11
1821,4
1822,4
1823,4
1824,13
1825,11
1826,1
1827,4
1828,11
1829,4
1830,4
1831,11
1832,11
1833,11
1833,14
1833,1
1834,1
1835,1
1836,13
1837,11
1838,14
1839,11
1840,1
1841,11
1842,1
1843,6
1844,5
1845,14
1846,1
1847,11
1848,14
1849,13
1850,11
1851,1
1852,10
1853,1
1854,1
1855,14
1856,14
1856,11
1857,1
1858,14
1859,14
1860,11
1861,14
1862,13
1863,14
1863,11
1864,1
1865,10
1866,6
1867,1
1868,6
1868,18
1868,11
1868,14
1869,14
1870,10
1871,1
1872,1
1873,6
1874,1
1875,1
1876,11
1877,14
1878,1
1879,14
1880,11
1881,1
1882,1
1883,10
1884,1
1885,1
1886,1
1887,10
1888,6
1889,6
1890,14
1891,14
1892,11
1893,14
1894,11
1895,14
1896,1
1897,1
1898,14
1899,13
1900,14
1900,1
1901,11
1902,10
1903,1
1904,14
1905,11
1906,11
1907,1
1908,14
1909,1
1910,1
1911,11
1912,6
1913,1
1914,1
1915,11
1916,1
1917,1
1918,14
1919,11
1920,11
1921,11
1922,11
1923,1
1924,1
1925,1
1926,1
1927,11
1928,1
1929,14
1930,14
1931,11
1932,11
1933,1
1934,11
1935,13
1936,11
1937,1
1938,13
1939,1
1940,11
1941,11
1942,10
1943,14
1944,1
1945,13
1946,11
1947,11
1948,14
1949,11
1949,13
1950,13
1951,11
1952,13
1953,11
1954,13
1955,1
1956,14
1957,1
1958,11
1959,1
1960,1
1961,1
1962,11
1963,14
1964,11
1965,1
1965,11
1965,14
1966,14
1966,11
1967,11
1968,14
1968,11
1968,1
1969,1
1970,14
1971,25
1972,14
1973,14
1974,1
1975,1
1976,1
1977,14
1978,10
1978,6
1979,11
1980,1
1981,11
1982,11
1983,14
1984,1
1985,1
1986,26
1987,1
1988,14
1989,1
1990,14
1991,11
1992,1
1993,6
1994,11
1995,11
1996,14
1997,10
1998,11
1999,27
2000,28
2001,1
2002,14
2003,11
2004,11
2005,14
2006,16
2007,14
2008,14
2009,16
2010,1
2011,14
2012,14
2013,11
2014,14
2015,11
2016,29
2017,14
2018,14
2019,11
2020,1
2021,11
2022,14
2023,14
2024,14
2025,1
2026,17
2027,1
2028,11
2029,14
2030,11
2031,14
2032,1
2033,13
2034,14
2035,11
2036,1
2037,14
2038,14
2039,10
2040,14
2041,1
2042,1
2043,11
2044,14
2045,1
2046,1
2047,13
2048,6
2049,1
2050,16
2051,6
2052,1
2053,11
2054,1
2055,1
2056,1
2057,14
2058,1
2059,13
2060,11
2061,1
2062,14
2063,6
2064,1
2065,14
2066,11
2067,1
2068,14
2069,14
2070,1
2071,14
2072,11
2073,1
2074,11
2075,14
2076,14
2077,11
2078,14
2079,1
2080,14
2081,1
2082,14
2083,14
2084,1
2085,11
2086,14
2087,11
2088,1
2089,1
2090,11
2091,14
2092,14
2093,11
2094,14
2095,11
2096,14
2097,10
2098,6
2099,11
2100,14
2101,1
2102,14
2103,11
2104,1
2105,1
2106,11
2107,1
2108,10
2109,1
2110,14
2111,10
2112,6
2113,14
2114,11
2115,14
2116,11
2117,14
2118,1
2119,1
2120,10
2121,11
2122,1
2123,11
2124,1
2125,1
2126,13
2127,1
2128,6
2129,11
2130,11
2131,1
2132,14
2133,1
2134,1
2135,1
2136,14
2137,10
2138,14
2139,1
2140,1
2141,6
2142,6
2143,11
2144,1
2145,1
2146,1
2147,1
2148,1
2149,1
2150,1
2151,10
2152,1
2153,10
2154,1
2155,11
2156,14
2157,1
2158,1
2159,11
2160,14
2161,6
2162,1
2163,10
2164,1
2165,1
2166,1
2167,1
2168,14
2169,1
2170,1
2171,11
2172,1
2173,1
2174,13
2175,1
2176,13
2177,11
2178,1
2179,11
2180,1
2181,14
2182,1
2183,1
2184,14
2185,1
2186,1
2187,1
2188,1
2189,11
2190,14
2191,10
2192,6
2193,1
2194,10
2195,11
2196,11
2197,14
2198,11
2199,14
2200,14
2201,1
2202,1
2203,14
2204,14
2205,10
2206,21
2207,1
2208,14
2209,10
2210,14
2211,1
2212,13
2213,11
2214,14
2215,11
2216,14
2217,1
2218,1
2219,10
2220,1
2221,1
2222,1
2223,1
2224,1
2225,1
2226,1
2227,14
2228,1
2229,1
2230,1
2231,1
2232,1
2233,14
2234,21
2235,14
2236,1
2237,13
2238,1
2239,6
2240,1
2241,1
2242,1
2243,11
2244,6
2245,14
2246,1
2247,14
2248,1
2249,11
2250,14
2251,11
2252,6
2253,6
2254,13
2255,6
2256,6
2257,10
2258,1
2259,14
2260,6
2261,1
2262,11
2263,14
2264,13
2265,11
2266,6
2267,1
2268,14
2269,14
2270,13
2271,11
2272,6
2273,6
2274,14
2275,14
2276,6
2277,6
2278,11
2279,1
2280,1
2281,1
2282,11
2283,14
2284,11
2285,10
2286,14
2287,1
2288,10
2289,1
2290,14
2291,11
2292,14
2293,13
2294,10
2295,11
2296,14
2297,14
2298,13
2299,11
2300,14
2301,1
2302,1
2303,1
2304,14
2305,1
2306,1
2307,13
2308,13
2309,14
2310,18
2311,11
2312,14
2313,11
2314,14
2315,10
2316,11
2317,14
2318,11
2319,14
2320,11
2321,18
2322,11
2323,10
2324,11
2325,1
2326,14
2327,11
2328,14
2329,1
2330,11
2331,1
2332,14
2333,14
2334,14
2335,11
2336,14
2337,1
2338,1
2339,14
2340,13
2341,14
2342,14
2343,28
2344,28
2345,11
2346,1
2347,1
2348,1
2349,14
2350,14
2351,11
2352,14
2353,11
2354,14
2355,11
2356,1
2357,1
2358,14
2359,1
2360,1
2361,14
2362,1
2363,14
2364,1
2365,14
2366,14
2367,1
2368,14
2369,11
2370,1
2371,11
2372,14
2373,11
2374,1
2375,1
2376,1
2377,14
2378,14
2379,11
2380,14
2381,1
2382,1
2383,13
2384,11
2385,1
2386,14
2387,11
2388,14
2389,11
2390,14
2391,1
2392,1
2393,1
2394,14
2395,11
2396,11
2397,1
2398,11
2399,1
2400,1
2401,14
2402,1
2403,1
2404,11
2405,1
2406,14
2407,14
2408,11
2409,1
2410,1
2411,21
2412,14
2413,11
2414,5
2415,10
2416,1
2417,1
2418,14
2419,10
2420,11
2421,14
2422,11
2423,14
2424,1
2425,11
2426,1
2427,1
2428,14
2429,11
2430,1
2431,1
2432,1
2433,14
2434,1
2435,14
2436,11
2437,18
2438,1
2439,1
2440,10
2441,14
2442,1
2443,1
2444,1
2445,13
2446,1
2447,14
2448,11
2449,14
2450,11
2451,28
2452,1
2453,11
2454,1
2455,14
2456,21
2457,14
2458,11
2459,14
2460,13
2461,1
2462,1
2463,1
2464,11
2465,14
2466,11
2467,10
2468,11
2469,14
2470,11
2471,14
2472,1
2473,1
2474,14
2475,13
2476,14
